Domain,Area,Element,Item,Year,Value
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Mutton & Goat Meat,2011,
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Mutton & Goat Meat,2012,
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Mutton & Goat Meat,2013,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1962,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1972,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1973,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1974,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1975,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1976,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1977,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1978,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1979,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1980,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1981,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1982,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1983,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1984,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1985,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1986,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1987,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1988,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1989,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1990,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1991,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1992,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1993,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1994,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1995,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1996,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1997,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1998,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,1999,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2000,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2001,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2002,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2003,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2004,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2005,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2006,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2007,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2008,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2009,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2010,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2011,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2012,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Mutton & Goat Meat,2013,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1962,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1972,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Mutton & Goat Meat,1973,
