Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1991,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1992,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1993,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1994,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1995,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1996,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1997,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1998,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,1999,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2000,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2001,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2002,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2003,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2004,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2005,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2006,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2007,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2008,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2009,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2010,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2011,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2012,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Pigmeat,2013,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1991,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1992,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1994,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1995,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1996,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1997,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1998,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,1999,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2000,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2001,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2002,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2003,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2004,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2005,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2006,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2007,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2008,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2009,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2010,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2011,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2012,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Poultry Meat,2013,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1991,,
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1992,1000 tonnes,40
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1993,1000 tonnes,40
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1994,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1995,1000 tonnes,53
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1996,1000 tonnes,54
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1997,1000 tonnes,56
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1998,1000 tonnes,43
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,1999,1000 tonnes,41
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2000,1000 tonnes,48
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2001,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2002,1000 tonnes,49
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2003,1000 tonnes,50
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2004,1000 tonnes,50
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2005,1000 tonnes,49
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2006,1000 tonnes,33
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2007,1000 tonnes,31
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2008,1000 tonnes,25
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2009,1000 tonnes,29
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2010,1000 tonnes,27
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2011,1000 tonnes,21
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2012,1000 tonnes,16
"Food Balances (-2013, old methodology and population)",Georgia,Production,Bovine Meat,2013,1000 tonnes,20
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1991,,
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1992,1000 tonnes,6
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1993,1000 tonnes,7
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1994,1000 tonnes,7
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1995,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1996,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1997,1000 tonnes,7
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1998,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,1999,1000 tonnes,7
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2000,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2001,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2002,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2003,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2004,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2005,1000 tonnes,10
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2006,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2007,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2008,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2009,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2010,1000 tonnes,5
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2011,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2012,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Georgia,Production,Mutton & Goat Meat,2013,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1991,,
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1992,1000 tonnes,57
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1993,1000 tonnes,45
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1994,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1995,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1996,1000 tonnes,46
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1997,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1998,1000 tonnes,42
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,1999,1000 tonnes,41
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2000,1000 tonnes,37
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2001,1000 tonnes,35
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2002,1000 tonnes,36
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2003,1000 tonnes,37
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2004,1000 tonnes,35
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2005,1000 tonnes,33
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2006,1000 tonnes,31
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2007,1000 tonnes,21
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2008,1000 tonnes,11
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2009,1000 tonnes,8
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2010,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2011,1000 tonnes,12
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2012,1000 tonnes,12
"Food Balances (-2013, old methodology and population)",Georgia,Production,Pigmeat,2013,1000 tonnes,15
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1991,,
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1992,1000 tonnes,10
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1993,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1994,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1995,1000 tonnes,10
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1996,1000 tonnes,9
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1997,1000 tonnes,11
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1998,1000 tonnes,10
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,1999,1000 tonnes,11
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,2000,1000 tonnes,14
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,2001,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,2002,1000 tonnes,13
"Food Balances (-2013, old methodology and population)",Georgia,Production,Poultry Meat,2003,1000 tonnes,13
